"";"x";"KvK..uit.bestand.2015.";"AGBCODE_INDIENER";"NAAM";"STRAAT";"POSTCODE";"PLAATS";"Hoort.bij";"Naam.zorgaanbieder";"Plaats.zorgaanbieder";"URL.naar.wachttijden";"Vestigingslocatie";"Type.GGZ";"Circuit";"Nadere.typering";"Typering";"Aanmeldtijd";"Behandeltijd";"Datum.actualisatie";"Peildatum";"AFWIJKEND_ZV";"Opmerkingen.MQ";"SGGZ_MEASURE_TYPE";"BGGZ_MEASURE_TYPE";"AGB_SOORT";"MQ_LIJST";"INST";"Wachttijden.toelichting";"Website.vindbaar";"ROW_ID";"grote_instelling"
"318";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Elburg, loc. Huisartsenpraktijk Elburg";"BGGZ";"Volwassenen";"";"";"2,5";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;318;0
"319";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Emmeloord, loc. Dokter J.H. Jansenziekenhuis";"BGGZ";"Volwassenen";"";"";"3,5";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;319;0
"320";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Harderwijk, loc. Johanniterlaan";"BGGZ";"Volwassenen";"";"";"2,5";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;320;0
"321";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Hilversum, loc. Schapenkamp";"BGGZ";"Volwassenen";"";"";"5";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;321;0
"322";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Houten, loc. Medisch Centrum Dorp";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;322;0
"323";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Houten, loc. Medisch Centrum Leebrug";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;323;0
"324";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, IJsselstein, loc. Huisartsenzorg IJsselstein";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;324;0
"325";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, IJsselstein, loc. Huisartsenzorg IJsselstein Nieuwpoort";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;325;0
"326";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Leerdam, loc. Huisartsenpraktijk Poort van West";"BGGZ";"Volwassenen";"";"";"3,5";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;326;0
"327";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Lelystad, loc. Het Ravelijn";"BGGZ";"Volwassenen";"";"";"2,5";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;327;0
"328";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Maarssen, loc. Gezondheidscentrum Boomstede";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;328;0
"329";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Maarssen, loc. Gezondheidscentrum Spechtenkamp";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;329;0
"330";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Maarssen, loc. Rembrandtsingel";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;330;0
"331";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Mijdrecht, loc. Hofland Medisch Centrum";"BGGZ";"Volwassenen";"";"";"1,5";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;331;0
"332";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Nieuwegein, loc. Gezondheidscentrum De Schans";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;332;0
"333";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Nieuwegein, loc. Gezondheidscentrum Mondriaanlaan";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;333;0
"334";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Nunspeet, loc. Woonzorgnet Het Kodal";"BGGZ";"Volwassenen";"";"";"2,5";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;334;0
"335";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Utrecht, loc. Gezondheidscentrum De Brug";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;335;0
"336";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Utrecht, loc. Gezondheidscentrum Oog in Al";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;336;0
"337";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Utrecht, loc. Gezondheidscentrum Julius Parkwijk";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;337;0
"338";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Utrecht, loc. Gezondheidscentrum Julius Vleuterweide";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;338;0
"339";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Utrecht, loc. Gezondheidscentrum Leidsche Rijn t Zand";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;339;0
"340";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Utrecht, loc. Gezondheidscentrum Ondiep";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;340;0
"341";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Utrecht, loc. Huisartsenkliniek Overvecht";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;341;0
"342";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Utrecht, loc. Huisartsenpraktijk Koningslaan";"BGGZ";"Volwassenen";"";"";"1,5";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;342;0
"343";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Utrecht, loc. Kaap Hoorndreef";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;343;0
"344";113;"";22227262;"INDIGO MIDDEN-NEDERLAND B.V.                                ";"Kaap Hoorndreef         ";"3563AV";"UTRECHT                 ";NA;"Indigo Midden Nederland";"Utrecht";"https://www.indigo.nl/midden-nederland/wachttijden/";"Indigo Midden Nederland, Utrecht, loc. t Goylaan";"BGGZ";"Volwassenen";"";"";"3";"0";"-";"27-9-2016";"";"http://www.ggzcentraal.nl/nieuws/nieuws/2015/06/ggz-fusies-in-amersfoort.html // Begin mei werd de handtekening gezet om het voorstel tot fusie van Riagg Amersfoort & Omstreken officieel te bekrachtigen. Hiermee ging de laatste fase van het fusietraject in. Nu, begin juni, is de fusie helemaal rond! De specialistische zorg, inclusief crisisdienst gaat deel uitmaken van GGz Centraal. De basis generalistische zorg wordt overgedragen aan AZmn. Daarnaast fuseert Indigo Centraal, dochter van GGz Centraal met AZmn. Zij gaan verder onder de naam Indigo Midden Nederland.";"FULL";"FULL";22;1;1;NA;NA;344;0
